speciesKey,scientificName,matchType,Orig_name,nRecords
2501066,"Paratenuisentis ambiguus (Van Cleave, 1921)",EXACT,"Paratenuisentis ambiguus (Van Cleave, 1921)",17
2500461,"Acanthocephalus anguillae (Müller, 1780)",EXACT,"Acanthocephalus anguillae (Müller, 1780)",170
2500685,"Pomphorhynchus laevis (Zoega, 1776)",EXACT,"Pomphorhynchus laevis (Zoega, 1776)",271
4411080,"Erpobdella testacea (Savigny, 1822)",EXACT,"Erpobdella testacea (Savigny, 1822)",6522
2308887,"Hirudo medicinalis Linnaeus, 1758",EXACT,"Hirudo medicinalis Linnaeus, 1758",1810
4411124,"Trocheta cylindrica Orley, 1886",EXACT,"Trocheta cylindrica Orley, 1886",7
4411119,"Trocheta pseudodina Nesemann, 1990",EXACT,"Trocheta pseudodina Nesemann, 1990",267
7389097,"Cambarincola gracilis Robinson, 1954",EXACT,"Cambarincola gracilis Robinson, 1954",74
8256670,"Cambarincola mesochoreus Hoffman, 1963",EXACT,"Cambarincola mesochoreus Hoffman, 1963",143
8168527,"Cambarincola okadai Yamaguchi, 1933",EXACT,"Cambarincola okadai Yamaguchi, 1933",116
8274448,"Cambarincola pamelae Holt, 1984",EXACT,"Cambarincola pamelae Holt, 1984",21
7849089,"Xironogiton instabilius (Moore, 1894)",EXACT,"Xironogiton instabilius (Moore, 1894)",277
2307544,"Xironogiton victoriensis Gelder & Hall, 1990",EXACT,"Xironogiton victoriensis Gelder & Hall, 1990",152
4410938,"Allolobophora chlorotica (Savigny, 1826)",EXACT,"Allolobophora chlorotica (Savigny, 1826)",3608
8784979,"Allolobophora georgii Michaelsen, 1890",EXACT,"Allolobophora georgii Michaelsen, 1890",6
9144529,"Allolobophora japonica Michaelsen, 1891",EXACT,"Allolobophora japonica Michaelsen, 1891",37
9672769,"Allolobophora muldali Omodeo, 1956",EXACT,"Allolobophora muldali Omodeo, 1956",115
8941475,"Allolobophora parva Eisen, 1874",EXACT,"Allolobophora parva Eisen, 1874",17
8950917,"Allolobophora smaragdina Rosa, 1892",EXACT,"Allolobophora smaragdina Rosa, 1892",43
4410889,"Allolobophoridella eiseni (Levinsen, 1884)",EXACT,"Allolobophoridella eiseni (Levinsen, 1884)",57
2307759,"Aporrectodea caliginosa (Savigny, 1826)",EXACT,"Aporrectodea caliginosa (Savigny, 1826)",8451
4410778,"Aporrectodea limicola (Michaelsen, 1890)",EXACT,"Aporrectodea limicola (Michaelsen, 1890)",151
2307757,"Aporrectodea longa (Ude, 1885)",EXACT,"Aporrectodea longa (Ude, 1885)",1934
2307760,"Aporrectodea rosea (Savigny, 1826)",EXACT,"Aporrectodea rosea (Savigny, 1826)",3576
2307756,"Aporrectodea tuberculata (Eisen, 1874)",EXACT,"Aporrectodea tuberculata (Eisen, 1874)",39
6135528,"Bimastos parvus (Eisen, 1874)",EXACT,"Bimastos parvus (Eisen, 1874)",57
9675087,"Bimastos rubidus (Savigny, 1826)",EXACT,"Bimastos rubidus (Savigny, 1826)",2466
8290434,"Dendrobaena attemsi (Michaelsen, 1903)",EXACT,"Dendrobaena attemsi (Michaelsen, 1903)",342
7725323,"Dendrobaena hortensis (Michaelsen, 1890)",EXACT,"Dendrobaena hortensis (Michaelsen, 1890)",106
7772922,"Dendrobaena octaedra (Savigny, 1826)",EXACT,"Dendrobaena octaedra (Savigny, 1826)",2511
5739805,"Dendrobaena veneta (Rosa, 1886)",EXACT,"Dendrobaena veneta (Rosa, 1886)",190
5815559,"Eisenia andrei (Bouché, 1972)",EXACT,"Eisenia andrei (Bouché, 1972)",1128
8955108,"Eisenia carolinensis Michaelsen, 1910",EXACT,"Eisenia carolinensis Michaelsen, 1910",17
5815560,"Eisenia fetida (Savigny, 1826)",EXACT,"Eisenia fetida (Savigny, 1826)",1429
8282211,"Eiseniella neapolitana (Örley, 1885)",EXACT,"Eiseniella neapolitana (Örley, 1885)",6
2307762,"Eiseniella tetraedra (Savigny, 1826)",EXACT,"Eiseniella tetraedra (Savigny, 1826)",14276
4410646,"Enterion cyaneum Savigny, 1826",EXACT,"Enterion cyaneum Savigny, 1826",831
8904752,"Enterion festivum Savigny, 1826",EXACT,"Enterion festivum Savigny, 1826",317
4410819,"Enterion ictericum Savigny, 1826",EXACT,"Enterion ictericum Savigny, 1826",205
7361263,"Enterion pygmaeum Savigny, 1826",EXACT,"Enterion pygmaeum Savigny, 1826",22
4410649,"Enterion tyrtaeum Savigny, 1926",EXACT,"Enterion tyrtaeum Savigny, 1926",989
4410412,"Helodrilus oculatus Hoffmeister, 1845",EXACT,"Helodrilus oculatus Hoffmeister, 1845",53
9546247,"Hyperiodrilus africanus Beddard, 1891",EXACT,"Hyperiodrilus africanus Beddard, 1891",185
4410653,"Lumbricus castaneus (Savigny, 1826)",EXACT,"Lumbricus castaneus (Savigny, 1826)",2244
8846136,"Lumbricus eugeniae Kinberg, 1867",EXACT,"Lumbricus eugeniae Kinberg, 1867",104
8161409,"Lumbricus friendi Cognetti, 1904",EXACT,"Lumbricus friendi Cognetti, 1904",84
8090087,"Lumbricus meliboeus Rosa, 1884",EXACT,"Lumbricus meliboeus Rosa, 1884",11
4410669,"Lumbricus rubellus Hoffmeister, 1843",EXACT,"Lumbricus rubellus Hoffmeister, 1843",5415
4410657,"Lumbricus terrestris Linnaeus, 1758",EXACT,"Lumbricus terrestris Linnaeus, 1758",7733
2307727,"Microscolex dubius (Fletcher, 1887)",EXACT,"Microscolex dubius (Fletcher, 1887)",147
2307726,"Microscolex phosphoreus (Dugès, 1837)",EXACT,"Microscolex phosphoreus (Dugès, 1837)",187
4410291,"Octodrilus transpadanus (Rosa, 1884)",EXACT,"Octodrilus transpadanus (Rosa, 1884)",24
4410647,"Octolasion lacteum Örley, 1881",EXACT,"Octolasion lacteum Örley, 1881",835
4410498,"Satchellius mammalis (de Savigny, 1826)",EXACT,"Satchellius mammalis (de Savigny, 1826)",428
2308258,"Sparganophilus tamesis Benham, 1892",EXACT,"Sparganophilus tamesis Benham, 1892",102
4812557,"Marionina coatesae Erséus, 1990",EXACT,"Marionina coatesae Erséus, 1990",133
7770832,"Propappus volki Michaelsen, 1916",EXACT,"Propappus volki Michaelsen, 1916",704
2307447,"Barbronia weberi (Blanchard, 1897)",EXACT,"Barbronia weberi (Blanchard, 1897)",66
4410235,"Benhamia affinis Michaelsen, 1890",EXACT,"Benhamia affinis Michaelsen, 1890",94
4410237,"Benhamia modiglianii Rosa, 1896",EXACT,"Benhamia modiglianii Rosa, 1896",41
4812260,"Branchiodrilus hortensis (Stephenson, 1910)",EXACT,"Branchiodrilus hortensis (Stephenson, 1910)",80
2308574,"Branchiura sowerbyi Beddard, 1892",EXACT,"Branchiura sowerbyi Beddard, 1892",1835
9442679,"Bratislavia dadayi (Michaelsen, 1905)",EXACT,"Bratislavia dadayi (Michaelsen, 1905)",41
2308786,"Criodrilus lacuum Hoffmeister, 1845",EXACT,"Criodrilus lacuum Hoffmeister, 1845",244
4410238,"Dichogaster bolaui (Michaelsen, 1891)",EXACT,"Dichogaster bolaui (Michaelsen, 1891)",246
4410240,"Dichogaster saliens (Beddard, 1893)",EXACT,"Dichogaster saliens (Beddard, 1893)",149
4410232,"Eukerria saltensis (Beddard, 1895)",EXACT,"Eukerria saltensis (Beddard, 1895)",207
4410174,"Gianius aquaedulcis (Hrabě, 1960)",EXACT,"Gianius aquaedulcis (Hrabě, 1960)",26
4410960,"Hormogaster redii Rosa, 1887",EXACT,"Hormogaster redii Rosa, 1887",127
4307847,"Isochaetides michaelseni (Lastočkin, 1937)",EXACT,"Isochaetides michaelseni (Lastočkin, 1937)",337
2308541,"Limnodrilus cervix Brinkhurst, 1963",EXACT,"Limnodrilus cervix Brinkhurst, 1963",148
2308549,"Limnodrilus maumeensis Brinkhurst & Cook, 1966",EXACT,"Limnodrilus maumeensis Brinkhurst & Cook, 1966",86
2308557,"Limnodrilus profundicola (Verrill, 1871)",EXACT,"Limnodrilus profundicola (Verrill, 1871)",1209
2308548,"Limnodrilus tortilipenis Wetzel, 1987",EXACT,"Limnodrilus tortilipenis Wetzel, 1987",13
4410150,"Monopylephorus limosus (Hatai, 1898)",EXACT,"Monopylephorus limosus (Hatai, 1898)",35
4410231,"Ocnerodrilus occidentalis Eisen, 1878",EXACT,"Ocnerodrilus occidentalis Eisen, 1878",60
2308108,"Paranais botniensis Sperber, 1948",EXACT,"Paranais botniensis Sperber, 1948",21
2308113,"Paranais frici Hrabĕ, 1941",EXACT,"Paranais frici Hrabĕ, 1941",382
9553127,"Phoenicodrilus taste Eisen, 1895",EXACT,"Phoenicodrilus taste Eisen, 1895",109
2308606,"Potamothrix bavaricus (Oschmann, 1913)",EXACT,"Potamothrix bavaricus (Oschmann, 1913)",707
2308604,"Potamothrix bedoti (Piguet, 1913)",EXACT,"Potamothrix bedoti (Piguet, 1913)",212
2308608,"Potamothrix hammoniensis (Michaelsen, 1901)",EXACT,"Potamothrix hammoniensis (Michaelsen, 1901)",5668
4307880,"Potamothrix heuscheri (Bretscher, 1900)",EXACT,"Potamothrix heuscheri (Bretscher, 1900)",513
2308609,"Potamothrix moldaviensis (Vejdovský & Mrázek, 1903)",EXACT,"Potamothrix moldaviensis (Vejdovský & Mrázek, 1903)",1673
2308605,"Potamothrix vejdovskyi (Hrabĕ, 1941)",EXACT,"Potamothrix vejdovskyi (Hrabĕ, 1941)",267
5194057,"Pristina acuminata Liang, 1958",EXACT,"Pristina acuminata Liang, 1958",17
4307850,"Psammoryctides deserticola (Grimm, 1877)",EXACT,"Psammoryctides deserticola (Grimm, 1877)",96
4410056,"Psammoryctides moravicus (Hrabĕ, 1934)",EXACT,"Psammoryctides moravicus (Hrabĕ, 1934)",241
4410088,"Quistadrilus multisetosus (Smith, 1900)",EXACT,"Quistadrilus multisetosus (Smith, 1900)",1676
2308186,"Ripistes parasita (Schmidt, 1847)",EXACT,"Ripistes parasita (Schmidt, 1847)",709
2308512,"Spirosperma ferox Eisen, 1879",EXACT,"Spirosperma ferox Eisen, 1879",4660
9479629,"Tasserkidrilus americanus (Brinkhurst & Cook, 1966)",EXACT,"Tasserkidrilus americanus (Brinkhurst & Cook, 1966)",102
2308664,"Teneridrilus mastix (Brinkhurst, 1978)",EXACT,"Teneridrilus mastix (Brinkhurst, 1978)",13
9308522,"Tubifex blanchardi Vejdovsky, 1891",EXACT,"Tubifex blanchardi Vejdovsky, 1891",78
2308439,"Tubifex newaensis (Michaelsen, 1903)",EXACT,"Tubifex newaensis (Michaelsen, 1903)",833
2308668,"Tubificoides benedii (d'Udekem, 1855)",EXACT,"Tubificoides benedii (d'Udekem, 1855)",6893
2308674,"Tubificoides diazi Brinkhurst & Baker, 1979",EXACT,"Tubificoides diazi Brinkhurst & Baker, 1979",280
2308528,"Tubificoides heterochaetus (Michaelsen, 1926)",EXACT,"Tubificoides heterochaetus (Michaelsen, 1926)",306
2308676,"Tubificoides pseudogaster (Dahl, 1960)",EXACT,"Tubificoides pseudogaster (Dahl, 1960)",2829
9632915,"Varichaetadrilus angustipenis (Brinkhurst & Cook, 1966)",EXACT,"Varichaetadrilus angustipenis (Brinkhurst & Cook, 1966)",26
2308030,"Vejdovskyella intermedia (Bretscher, 1896)",EXACT,"Vejdovskyella intermedia (Bretscher, 1896)",325
2308015,"Stylodrilus heringianus Claparède, 1862",EXACT,"Stylodrilus heringianus Claparède, 1862",5000
9087002,"Amyntas aeruginosus Kinberg, 1866",EXACT,"Amyntas aeruginosus Kinberg, 1866",1
9225458,"Amynthas agrestis (Goto & Hatai, 1899)",EXACT,"Amynthas agrestis (Goto & Hatai, 1899)",117
2307610,"Amynthas corticis (Kinberg, 1867)",EXACT,"Amynthas corticis (Kinberg, 1867)",150
4410208,"Megascolex diffringens Baird, 1869",EXACT,"Megascolex diffringens Baird, 1869",9
8946603,"Nitocris gracilis Kinberg, 1867",EXACT,"Nitocris gracilis Kinberg, 1867",148
9065858,"Perichaeta bicincta Perrier, 1875",EXACT,"Perichaeta bicincta Perrier, 1875",24
9357172,"Perichaeta elongata Perrier, 1872",EXACT,"Perichaeta elongata Perrier, 1872",101
8859152,"Perichaeta hawayana Rosa, 1891",EXACT,"Perichaeta hawayana Rosa, 1891",4
7388434,"Perichaeta heterochaeta Michaelsen, 1891",EXACT,"Perichaeta heterochaeta Michaelsen, 1891",28
9565801,"Perichaeta hilgendorfi Michaelsen, 1892",EXACT,"Perichaeta hilgendorfi Michaelsen, 1892",172
9098881,"Perichaeta houlleti Perrier, 1872",EXACT,"Perichaeta houlleti Perrier, 1872",132
9766279,"Perichaeta hupeiensis Michaelsen, 1895",EXACT,"Perichaeta hupeiensis Michaelsen, 1895",56
9658981,"Perichaeta minima Horst, 1893",EXACT,"Perichaeta minima Horst, 1893",34
9135535,"Perichaeta morrisi Beddard, 1892",EXACT,"Perichaeta morrisi Beddard, 1892",108
9043350,"Perichaeta posthuma Vaillant, 1868",EXACT,"Perichaeta posthuma Vaillant, 1868",64
8801409,"Perichaeta rodericensis Grube, 1879",EXACT,"Perichaeta rodericensis Grube, 1879",74
9009456,"Perichaeta taprobanae Beddard, 1892",EXACT,"Perichaeta taprobanae Beddard, 1892",22
9711540,"Perichaeta tokioensis Beddard, 1892",EXACT,"Perichaeta tokioensis Beddard, 1892",128
2307593,"Perionyx excavatus Perrier, 1872",EXACT,"Perionyx excavatus Perrier, 1872",178
4410223,"Pheretima californica Kinberg, 1866",EXACT,"Pheretima californica Kinberg, 1866",125
9028035,"Pheretima loveridgei Gates, 1968",EXACT,"Pheretima loveridgei Gates, 1968",25
4307912,"Pontodrilus litoralis (Grube, 1855)",EXACT,"Pontodrilus litoralis (Grube, 1855)",274
9104989,"Caspiobdella fadejewi Epshtein, 1961",EXACT,"Caspiobdella fadejewi Epshtein, 1961",149
4411161,"Cystobranchus fasciatus (Kollar, 1842)",EXACT,"Cystobranchus fasciatus (Kollar, 1842)",9
4411129,"Helobdella europaea Kutschera, 1987",EXACT,"Helobdella europaea Kutschera, 1987",26
2307946,"Helobdella punctatolineata Moore, 1939",EXACT,"Helobdella punctatolineata Moore, 1939",12
2307807,"Myzobdella lugubris Leidy, 1851",EXACT,"Myzobdella lugubris Leidy, 1851",210
5193997,"Piscicola geometra (Linnaeus, 1761)",EXACT,"Piscicola geometra (Linnaeus, 1761)",34477
5740042,"Piscicola haranti Jarry, 1960",EXACT,"Piscicola haranti Jarry, 1960",51
4411145,"Placobdella costata (Müller, 1846)",EXACT,"Placobdella costata (Müller, 1846)",159
2307930,"Placobdella parasitica (Say, 1824)",EXACT,"Placobdella parasitica (Say, 1824)",467
2317572,"Eurythoe complanata (Pallas, 1766)",EXACT,"Eurythoe complanata (Pallas, 1766)",3228
2317583,"Eurythoe laevisetis Fauvel, 1914",EXACT,"Eurythoe laevisetis Fauvel, 1914",0
2317552,"Hermodice carunculata (Pallas, 1766)",EXACT,"Hermodice carunculata (Pallas, 1766)",3647
2317509,"Linopherus acarunculatus (Monro, 1937)",EXACT,"Linopherus acarunculatus (Monro, 1937)",5
2317532,"Linopherus canariensis Langerhans, 1881",EXACT,"Linopherus canariensis Langerhans, 1881",84
4289047,"Linopherus incarunculata (Peters, 1854)",EXACT,"Linopherus incarunculata (Peters, 1854)",0
2317620,"Notopygos crinita Grube, 1855",EXACT,"Notopygos crinita Grube, 1855",19
2508973,"Arhynchite arhynchite (Ikeda, 1924)",EXACT,"Arhynchite arhynchite (Ikeda, 1924)",3
2508901,"Ochetostoma erythrogrammon Rüppell & Leuckart, 1828",EXACT,"Ochetostoma erythrogrammon Rüppell & Leuckart, 1828",26
7711096,"Diopatra hupferiana (Augener, 1918)",EXACT,"Diopatra hupferiana (Augener, 1918)",21
2323543,"Diopatra marocensis Paxton, Fadlaoui & Lechapt, 1995",EXACT,"Diopatra marocensis Paxton, Fadlaoui & Lechapt, 1995",25
5198034,"Dorvillea similis (Crossland, 1924)",EXACT,"Dorvillea similis (Crossland, 1924)",113
5198445,"Eunice indica Kinberg, 1865",EXACT,"Eunice indica Kinberg, 1865",294
5198176,"Eunice tubifex Crossland, 1904",EXACT,"Eunice tubifex Crossland, 1904",33
5198234,"Leodice antennata Savigny, 1818",EXACT,"Leodice antennata Savigny, 1818",826
2323495,"Longibrachium atlanticum (Day, 1973)",EXACT,"Longibrachium atlanticum (Day, 1973)",13
2322820,"Lumbrinerides neogesae Miura, 1981",EXACT,"Lumbrinerides neogesae Miura, 1981",0
2322975,"Lumbrineris acutiformis Gallardo, 1968",EXACT,"Lumbrineris acutiformis Gallardo, 1968",9
2323205,"Lumbrineris bifilaris Ehlers, 1901",EXACT,"Lumbrineris bifilaris Ehlers, 1901",30
2322938,"Lumbrineris debilis Grube, 1878",EXACT,"Lumbrineris debilis Grube, 1878",7
2323155,"Lumbrineris inflata Moore, 1911",EXACT,"Lumbrineris inflata Moore, 1911",466
2323125,"Lumbrineris japonica (Marenzeller, 1879)",EXACT,"Lumbrineris japonica (Marenzeller, 1879)",770
2322929,"Lumbrineris perkinsi Carrera-Parra, 2001",EXACT,"Lumbrineris perkinsi Carrera-Parra, 2001",49
5198157,"Lysidice collaris Grube, 1870",EXACT,"Lysidice collaris Grube, 1870",330
8392530,"Lysidice unicornis (Grube, 1840)",EXACT,"Lysidice unicornis (Grube, 1840)",2467
2322248,"Marphysa sanguinea (Montagu, 1813)",EXACT,"Marphysa sanguinea (Montagu, 1813)",869
5197940,"Oenone fulgida (Savigny, 1818)",EXACT,"Oenone fulgida (Savigny, 1818)",245
2323331,"Onuphis eremita Audouin & Milne Edwards, 1833",EXACT,"Onuphis eremita Audouin & Milne Edwards, 1833",635
2323362,"Onuphis holobranchiata Marenzeller, 1879",EXACT,"Onuphis holobranchiata Marenzeller, 1879",174
2321941,"Ophryotrocha adherens Paavo, Bailey-Brock & Akesson, 2000",EXACT,"Ophryotrocha adherens Paavo, Bailey-Brock & Akesson, 2000",5
2321919,"Ophryotrocha diadema Åkesson, 1976",EXACT,"Ophryotrocha diadema Åkesson, 1976",5
2321945,"Ophryotrocha japonica Paxton & Åkesson, 2010",EXACT,"Ophryotrocha japonica Paxton & Åkesson, 2010",4
2321939,"Ophryotrocha labronica Bacci & La Greca, 1961",EXACT,"Ophryotrocha labronica Bacci & La Greca, 1961",53
8082159,"Palola valida (Gravier, 1900)",EXACT,"Palola valida (Gravier, 1900)",4
10344972,"Paucibranchia adenensis (Gravier, 1900)",EXACT,"Paucibranchia adenensis (Gravier, 1900)",11
10043305,"Paucibranchia disjuncta (Hartman, 1961)",EXACT,"Paucibranchia disjuncta (Hartman, 1961)",69
2322087,"Protodorvillea biarticulata Day, 1963",EXACT,"Protodorvillea biarticulata Day, 1963",99
2322091,"Protodorvillea egena (Ehlers, 1913)",EXACT,"Protodorvillea egena (Ehlers, 1913)",12
2322021,"Schistomeringos rudolphi (Delle Chiaje, 1828)",EXACT,"Schistomeringos rudolphi (Delle Chiaje, 1828)",1596
2322852,"Scoletoma debilis (Grube, 1878)",EXACT,"Scoletoma debilis (Grube, 1878)",0
2315382,"Alitta succinea (Leuckart, 1847)",EXACT,"Alitta succinea (Leuckart, 1847)",3182
2315395,"Alitta virens (M.Sars, 1835)",EXACT,"Alitta virens (M.Sars, 1835)",1600
2310182,"Amblyosyllis speciosa Izuka, 1912",EXACT,"Amblyosyllis speciosa Izuka, 1912",77
2309685,"Branchiosyllis exilis (Gravier, 1900)",EXACT,"Branchiosyllis exilis (Gravier, 1900)",345
2315832,"Ceratonereis mirabilis Kinberg, 1865",EXACT,"Ceratonereis mirabilis Kinberg, 1865",907
2311915,"Eumida sanguinea (Örsted, 1843)",EXACT,"Eumida sanguinea (Örsted, 1843)",4746
2314083,"Euphione tenuisetosa Gravier, 1901",EXACT,"Euphione tenuisetosa Gravier, 1901",0
2310374,"Eusyllis kupfferi Langerhans, 1879",EXACT,"Eusyllis kupfferi Langerhans, 1879",52
5815526,"Exogone africana Hartmann-Schröder, 1974",EXACT,"Exogone africana Hartmann-Schröder, 1974",163
5194517,"Exogone breviantennata Hartmann-Schröder, 1959",EXACT,"Exogone breviantennata Hartmann-Schröder, 1959",164
5194432,"Exogone verugera (Claparède, 1868)",EXACT,"Exogone verugera (Claparède, 1868)",10256
5195463,"Glycera alba (O.F.Müller, 1776)",EXACT,"Glycera alba (O.F.Müller, 1776)",15956
5195516,"Glycera capitata Örsted, 1843",EXACT,"Glycera capitata Örsted, 1843",4112
5195512,"Glycera longipinnis Grube, 1878",EXACT,"Glycera longipinnis Grube, 1878",30
2316511,"Glycinde bonhourei Gravier, 1904",EXACT,"Glycinde bonhourei Gravier, 1904",56
2316488,"Goniadella gracilis (Verrill, 1873)",EXACT,"Goniadella gracilis (Verrill, 1873)",953
2311050,"Haplosyllis spongicola (Grube, 1855)",EXACT,"Haplosyllis spongicola (Grube, 1855)",1468
2316416,"Hediste diversicolor (O.F.Müller, 1776)",EXACT,"Hediste diversicolor (O.F.Müller, 1776)",13954
2309075,"Hesionides arenaria Friedrich, 1937",EXACT,"Hesionides arenaria Friedrich, 1937",21
2312372,"Hesionura serrata (Hartmann-Schröder, 1960)",EXACT,"Hesionura serrata (Hartmann-Schröder, 1960)",4
2315035,"Iphione muricata (Lamarck, 1818)",EXACT,"Iphione muricata (Lamarck, 1818)",236
2316238,"Leonnates decipiens Fauvel, 1929",EXACT,"Leonnates decipiens Fauvel, 1929",29
2316227,"Leonnates indicus Kinberg, 1865",EXACT,"Leonnates indicus Kinberg, 1865",83
2316240,"Leonnates persicus Wesenberg-Lund, 1949",EXACT,"Leonnates persicus Wesenberg-Lund, 1949",146
2314157,"Lepidonotus carinulatus (Grube, 1870)",EXACT,"Lepidonotus carinulatus (Grube, 1870)",307
2314184,"Lepidonotus tenuisetosus (Gravier, 1902)",EXACT,"Lepidonotus tenuisetosus (Gravier, 1902)",82
8095183,"Megasyllis nipponica (Imajima, 1966)",EXACT,"Megasyllis nipponica (Imajima, 1966)",362
5194209,"Microphthalmus similis Bobretzky, 1870",EXACT,"Microphthalmus similis Bobretzky, 1870",516
2309500,"Myrianida pachycera (Augener, 1913)",EXACT,"Myrianida pachycera (Augener, 1913)",92
5196692,"Neanthes agulhana (Day, 1963)",EXACT,"Neanthes agulhana (Day, 1963)",20
5196637,"Neanthes arenaceodentata (Moore, 1903)",EXACT,"Neanthes arenaceodentata (Moore, 1903)",56
5196644,"Neanthes cricognatha (Ehlers, 1904)",EXACT,"Neanthes cricognatha (Ehlers, 1904)",436
5196660,"Neanthes willeyi (Day, 1934)",EXACT,"Neanthes willeyi (Day, 1934)",17
2316942,"Nephtys ciliata (Müller, 1788)",EXACT,"Nephtys ciliata (Müller, 1788)",2958
5196434,"Nereis gilchristi Day, 1967",EXACT,"Nereis gilchristi Day, 1967",2
5196151,"Nereis jacksoni Kinberg, 1865",EXACT,"Nereis jacksoni Kinberg, 1865",124
5196384,"Nereis persica Fauvel, 1911",EXACT,"Nereis persica Fauvel, 1911",6
8423287,"Nereis zonata Malmgren, 1867",EXACT,"Nereis zonata Malmgren, 1867",1939
2310214,"Opisthosyllis brunnea Langerhans, 1879",EXACT,"Opisthosyllis brunnea Langerhans, 1879",123
2314107,"Paradyte crinoidicola (Potts, 1910)",EXACT,"Paradyte crinoidicola (Potts, 1910)",298
8023417,"Paraehlersia weissmannioides (Augener, 1913)",EXACT,"Paraehlersia weissmannioides (Augener, 1913)",5
2314768,"Paralepidonotus ampulliferus (Grube, 1878)",EXACT,"Paralepidonotus ampulliferus (Grube, 1878)",715
2314777,"Paralepidonotus indicus (Kinberg, 1856)",EXACT,"Paralepidonotus indicus (Kinberg, 1856)",25
4811835,"Perinereis aibuhitensis (Grube, 1878)",EXACT,"Perinereis aibuhitensis (Grube, 1878)",176
2316126,"Perinereis linea (Treadwell, 1936)",EXACT,"Perinereis linea (Treadwell, 1936)",1
2316143,"Perinereis nuntia (Lamarck, 1818)",EXACT,"Perinereis nuntia (Lamarck, 1818)",433
7962277,"Perkinsyllis augeneri (Hartmann-Schröder, 1979)",EXACT,"Perkinsyllis augeneri (Hartmann-Schröder, 1979)",28
5194994,"Phyllodoce longifrons Ben-Eliahu, 1972",EXACT,"Phyllodoce longifrons Ben-Eliahu, 1972",3
2311570,"Pisione guanche San Martín, López & Núñez, 1999",EXACT,"Pisione guanche San Martín, López & Núñez, 1999",9
2315942,"Platynereis australis (Schmarda, 1861)",EXACT,"Platynereis australis (Schmarda, 1861)",261
2309037,"Podarkeopsis capensis (Day, 1963)",EXACT,"Podarkeopsis capensis (Day, 1963)",2242
2309924,"Proceraea cornuta (Agassiz, 1862)",EXACT,"Proceraea cornuta (Agassiz, 1862)",347
2310982,"Prosphaerosyllis longipapillata (Hartmann-Schröder, 1979)",EXACT,"Prosphaerosyllis longipapillata (Hartmann-Schröder, 1979)",80
2315466,"Pseudonereis anomala Gravier, 1899",EXACT,"Pseudonereis anomala Gravier, 1899",191
5194369,"Salvatoria clavata (Claparède, 1863)",EXACT,"Salvatoria clavata (Claparède, 1863)",497
2316677,"Sigambra constricta (Southern, 1921)",EXACT,"Sigambra constricta (Southern, 1921)",7
2316670,"Sigambra parva (Day, 1963)",EXACT,"Sigambra parva (Day, 1963)",59
2316672,"Sigambra tentaculata (Treadwell, 1941)",EXACT,"Sigambra tentaculata (Treadwell, 1941)",1915
2310244,"Streptosyllis varians Webster & Benedict, 1887",EXACT,"Streptosyllis varians Webster & Benedict, 1887",186
2308987,"Syllidia armata Quatrefages, 1866",EXACT,"Syllidia armata Quatrefages, 1866",2396
5194562,"Syllis alosae San Martín, 1992",EXACT,"Syllis alosae San Martín, 1992",125
5194732,"Syllis bella Chamberlin, 1919",EXACT,"Syllis bella Chamberlin, 1919",13
5194622,"Syllis gracilis Grube, 1840",EXACT,"Syllis gracilis Grube, 1840",1339
5194707,"Syllis hyllebergi (Licher, 1999)",EXACT,"Syllis hyllebergi (Licher, 1999)",12
5194683,"Syllis pectinans Haswell, 1920",EXACT,"Syllis pectinans Haswell, 1920",24
2316765,"Synelmis rigida (Fauvel, 1919)",EXACT,"Synelmis rigida (Fauvel, 1919)",14
9238897,"Acromegalomma claparedei (Gravier, 1906)",EXACT,"Acromegalomma claparedei (Gravier, 1906)",1
7727539,"Amphicorina pectinata (Banse, 1957)",EXACT,"Amphicorina pectinata (Banse, 1957)",3
2329515,"Bispira fabricii (Krøyer, 1856)",EXACT,"Bispira fabricii (Krøyer, 1856)",43
7577557,"Bispira polyomma Giangrande & Faasse, 2012",EXACT,"Bispira polyomma Giangrande & Faasse, 2012",30
5854272,"Branchiomma bairdi (McIntosh, 1885)",EXACT,"Branchiomma bairdi (McIntosh, 1885)",240
5200325,"Branchiomma boholense (Grube, 1878)",EXACT,"Branchiomma boholense (Grube, 1878)",52
9817665,"Branchiomma bombyx (Dalyell, 1853)",EXACT,"Branchiomma bombyx (Dalyell, 1853)",1005
7755700,"Branchiomma cingulatum (Grube, 1870)",EXACT,"Branchiomma cingulatum (Grube, 1870)",158
5716338,"Branchiomma coheni Tovar-Hernandez & Knight-Jones, 2006",EXACT,"Branchiomma coheni Tovar-Hernandez & Knight-Jones, 2006",42
5959077,"Branchiomma curtum (Ehlers, 1901)",EXACT,"Branchiomma curtum (Ehlers, 1901)",11
5200315,"Branchiomma luctuosum (Grube, 1870)",EXACT,"Branchiomma luctuosum (Grube, 1870)",16
5200322,"Branchiomma nigromaculatum (Baird, 1865)",EXACT,"Branchiomma nigromaculatum (Baird, 1865)",453
5200151,"Desdemona ornata Banse, 1957",EXACT,"Desdemona ornata Banse, 1957",127
2328758,"Euchone limnicola Reish, 1959",EXACT,"Euchone limnicola Reish, 1959",609
2328721,"Fabriciola ghardaqa Banse, 1959",EXACT,"Fabriciola ghardaqa Banse, 1959",6
