speciesKey,scientificName,matchType,Orig_name,nRecords
5777206,"Dirofilaria repens Railliet & Henry, 1911",EXACT,"Dirofilaria repens Railliet & Henry, 1911",156
4556994,"Gnathostoma spinigerum Owen, 1836",EXACT,"Gnathostoma spinigerum Owen, 1836",66
4557402,"Gongylonema neoplasticum (Fibiger & Ditlevsen, 1914)",EXACT,"Gongylonema neoplasticum (Fibiger & Ditlevsen, 1914)",324
5798292,Loa loa,EXACT,Loa loa,74
7031770,"Onchocerca volvulus Leuckart, 1893",EXACT,"Onchocerca volvulus Leuckart, 1893",246
2284455,"Wuchereria bancrofti (Cobbold, 1877)",EXACT,"Wuchereria bancrofti (Cobbold, 1877)",678
4558924,"Ancylostoma duodenale (Dubini, 1843)",EXACT,"Ancylostoma duodenale (Dubini, 1843)",146
5890402,"Angiostrongylus cantonensis (Chen, 1935)",EXACT,"Angiostrongylus cantonensis (Chen, 1935)",389
5777723,"Angiostrongylus vasorum (Baillet, 1866)",EXACT,"Angiostrongylus vasorum (Baillet, 1866)",249
4559169,"Ashworthius sidemi Schulz, 1933",EXACT,"Ashworthius sidemi Schulz, 1933",7
4559161,"Camelostrongylus mentulatus (Railliet & Henry, 1909)",EXACT,"Camelostrongylus mentulatus (Railliet & Henry, 1909)",27
4630676,"Cooperia curticei (Giles, 1892)",EXACT,"Cooperia curticei (Giles, 1892)",85
4558978,"Cystocaulus ocreatus (Railliet & Henry, 1907)",EXACT,"Cystocaulus ocreatus (Railliet & Henry, 1907)",7
2283441,"Dictyocaulus filaria (Rudolphi, 1809)",EXACT,"Dictyocaulus filaria (Rudolphi, 1809)",136
2283440,"Dictyocaulus viviparus (Bloch, 1782)",EXACT,"Dictyocaulus viviparus (Bloch, 1782)",7404
2283506,"Elaphostrongylus cervi Cameron, 1931",EXACT,"Elaphostrongylus cervi Cameron, 1931",43
4559235,"Marshallagia marshalli (Ransom, 1907)",EXACT,"Marshallagia marshalli (Ransom, 1907)",353
2283513,"Muellerius capillaris (Müller, 1889)",EXACT,"Muellerius capillaris (Müller, 1889)",30
4558969,"Muellerius tenuispiculatus Gebauer, 1932",EXACT,"Muellerius tenuispiculatus Gebauer, 1932",0
5188627,"Necator americanus (Stiles, 1902)",EXACT,"Necator americanus (Stiles, 1902)",187
4559317,"Nematodiroides zembrae Bernard, 1965",EXACT,"Nematodiroides zembrae Bernard, 1965",37
2283499,"Nematodirus battus Crofton & Thomas, 1951",EXACT,"Nematodirus battus Crofton & Thomas, 1951",31
2283500,"Nematodirus helvetianus May, 1920",EXACT,"Nematodirus helvetianus May, 1920",139
4558971,"Neostrongylus linearis (Marotel, 1913)",EXACT,"Neostrongylus linearis (Marotel, 1913)",1
2283444,"Nippostrongylus brasiliensis (Travassos, 1914)",EXACT,"Nippostrongylus brasiliensis (Travassos, 1914)",543
4559186,"Obeliscoides cuniculi (Graybill, 1923)",EXACT,"Obeliscoides cuniculi (Graybill, 1923)",240
2283525,"Oesophagostomum columbianum Curtice, 1890",EXACT,"Oesophagostomum columbianum Curtice, 1890",267
4559213,"Ostertagia mossi Dikmans, 1931",EXACT,"Ostertagia mossi Dikmans, 1931",115
2283566,"Ostertagia ostertagi (Stiles, 1892)",EXACT,"Ostertagia ostertagi (Stiles, 1892)",445
5188634,"Protostrongylus rufescens (Leuckart, 1865)",EXACT,"Protostrongylus rufescens (Leuckart, 1865)",30
2283544,"Spiculopteragia asymmetrica (Ware, 1925)",EXACT,"Spiculopteragia asymmetrica (Ware, 1925)",141
4559202,"Trichostrongylus calcaratus Ransom, 1911",EXACT,"Trichostrongylus calcaratus Ransom, 1911",106
4555839,"Anguina agrostis (Steinbuch, 1799)",EXACT,"Anguina agrostis (Steinbuch, 1799)",5
4556373,"Cactodera cacti (Filipjev & Schuurmans Stekhoven, 1941) Krall & Krall, 1978",EXACT,"Cactodera cacti (Filipjev & Schuurmans Stekhoven, 1941) Krall & Krall, 1978",19
2284006,"Deladenus durus (Cobb, 1922)",EXACT,"Deladenus durus (Cobb, 1922)",23
7024481,"Ditylenchus angustus (Butler, 1913)",EXACT,"Ditylenchus angustus (Butler, 1913)",1
4555875,"Ditylenchus destructor Thorne, 1945",EXACT,"Ditylenchus destructor Thorne, 1945",11
2283953,"Ditylenchus dipsaci (Kühn, 1857)",EXACT,"Ditylenchus dipsaci (Kühn, 1857)",82
5188665,"Globodera pallida Stone, 1973",EXACT,"Globodera pallida Stone, 1973",54
5188667,"Globodera rostochiensis (Wollenweber, 1923) Skarbilovich, 1959",EXACT,"Globodera rostochiensis (Wollenweber, 1923) Skarbilovich, 1959",318
7025632,"Globodera tabacum (Lownsbery & Lownsbery, 1954)",EXACT,"Globodera tabacum (Lownsbery & Lownsbery, 1954)",40
7025532,"Heterodera cajani Koshy, 1967",EXACT,"Heterodera cajani Koshy, 1967",1
7025531,"Heterodera ciceri Vovlas, Greco & Di Vito, 1985",EXACT,"Heterodera ciceri Vovlas, Greco & Di Vito, 1985",1
5777075,"Heterodera fici Kirjanova, 1954",EXACT,"Heterodera fici Kirjanova, 1954",42
7025506,"Heterodera filipjevi (Madzhidov, 1981) Stelter, 1984",EXACT,"Heterodera filipjevi (Madzhidov, 1981) Stelter, 1984",75
5188671,"Heterodera glycines Ichinohe, 1952",EXACT,"Heterodera glycines Ichinohe, 1952",115
7025501,"Heterodera latipons Franklin, 1969",EXACT,"Heterodera latipons Franklin, 1969",16
7025526,"Heterodera sacchari Luc & Merny, 1963",EXACT,"Heterodera sacchari Luc & Merny, 1963",48
5188669,"Heterodera schachtii A.Schmidt, 1871",EXACT,"Heterodera schachtii A.Schmidt, 1871",66
7025472,"Heterodera zeae Koshy, Swarup & Sethi, 1971",EXACT,"Heterodera zeae Koshy, Swarup & Sethi, 1971",1
7024200,"Hirschmanniella caudacrena Sher, 1968",EXACT,"Hirschmanniella caudacrena Sher, 1968",0
4556340,"Pratylenchus bolivianus Corbett, 1983",EXACT,"Pratylenchus bolivianus Corbett, 1983",1
2284122,"Pratylenchus brachyurus (Godfrey, 1929) Filipjev & Schuurmans Stekhoven, 1941",EXACT,"Pratylenchus brachyurus (Godfrey, 1929) Filipjev & Schuurmans Stekhoven, 1941",199
8947953,"Pratylenchus coffeae (Zimmermann, 1898) Filipjev & Schuurmans Stekhoven, 1941",EXACT,"Pratylenchus coffeae (Zimmermann, 1898) Filipjev & Schuurmans Stekhoven, 1941",146
4556361,"Pratylenchus vulnus Allen & Jensen, 1951",EXACT,"Pratylenchus vulnus Allen & Jensen, 1951",206
4556341,"Pratylenchus zeae Graham, 1951",EXACT,"Pratylenchus zeae Graham, 1951",224
7024231,"Radopholus bridgei Siddiqi & Hahn, 1995",EXACT,"Radopholus bridgei Siddiqi & Hahn, 1995",3
2284101,"Radopholus similis (Cobb, 1893) Thorne, 1949",EXACT,"Radopholus similis (Cobb, 1893) Thorne, 1949",10
4555827,"Subanguina picridis (Kirjanova, 1944)",EXACT,"Subanguina picridis (Kirjanova, 1944)",0
4556178,"Tylenchorhynchus claytoni Steiner, 1937",EXACT,"Tylenchorhynchus claytoni Steiner, 1937",2
2284218,"Tylenchulus semipenetrans Cobb, 1913",EXACT,"Tylenchulus semipenetrans Cobb, 1913",73
4559502,"Antiponemertes pantini (Southgate, 1954)",EXACT,"Antiponemertes pantini (Southgate, 1954)",2
4559504,"Argonemertes dendyi (Dakin, 1915)",EXACT,"Argonemertes dendyi (Dakin, 1915)",22
4559507,"Leptonemertes chalicophora (Graff, 1879)",EXACT,"Leptonemertes chalicophora (Graff, 1879)",42
4288870,"Prostoma graecense (Böhmig, 1892)",EXACT,"Prostoma graecense (Böhmig, 1892)",106
8172382,"Vieitezia luzmurubeae Junoy, Andrade & Giribet, 2010",EXACT,"Vieitezia luzmurubeae Junoy, Andrade & Giribet, 2010",17
5855054,"Cephalothrix simula Iwata, 1952",EXACT,"Cephalothrix simula Iwata, 1952",9
2235649,"Paraperipatus papuensis (Sedgwick, 1909)",EXACT,"Paraperipatus papuensis (Sedgwick, 1909)",5
5186396,"Phoronis hippocrepia Wright, 1856",EXACT,"Phoronis hippocrepia Wright, 1856",672
5186402,"Phoronis ijimai Oka, 1897",EXACT,"Phoronis ijimai Oka, 1897",50
5186405,"Phoronis psammophila Cori, 1889",EXACT,"Phoronis psammophila Cori, 1889",503
2269650,"Phoronopsis harmeri Pixell, 1912",EXACT,"Phoronopsis harmeri Pixell, 1912",87
4344983,"Bothriocephalus claviceps (Goeze, 1782) Rudolphi, 1810",EXACT,"Bothriocephalus claviceps (Goeze, 1782) Rudolphi, 1810",92
6482980,"Bothriocephalus cuspidatus Cooper, 1917",EXACT,"Bothriocephalus cuspidatus Cooper, 1917",160
7758879,"Schyzocotyle acheilognathi (Yamaguti, 1934) Brabec, Waeschenbach, Scholz & Lit",EXACT,"Schyzocotyle acheilognathi (Yamaguti, 1934) Brabec, Waeschenbach, Scholz & Lit",610
4413919,"Atractolytocestus huronensis Anthony, 1958",EXACT,"Atractolytocestus huronensis Anthony, 1958",21
4413915,"Caryophyllaeides fennica (Schneider, 1902) Nybelin, 1922",EXACT,"Caryophyllaeides fennica (Schneider, 1902) Nybelin, 1922",67
4413920,"Khawia sinensis Hsu, 1935",EXACT,"Khawia sinensis Hsu, 1935",22
7825598,"Monobothrium wageneri Nybelin, 1922",EXACT,"Monobothrium wageneri Nybelin, 1922",10
4412789,"Andrya cuniculi (Blanchard, 1891)",EXACT,"Andrya cuniculi (Blanchard, 1891)",11
2506053,"Choanotaenia infundibulum (Bloch, 1779)",EXACT,"Choanotaenia infundibulum (Bloch, 1779)",176
7725417,"Echinococcus multilocularis Leuckart, 1863",EXACT,"Echinococcus multilocularis Leuckart, 1863",1988
5233633,"Echinolepis carioca (Magalhaes, 1898)",EXACT,"Echinolepis carioca (Magalhaes, 1898)",17
2506022,"Hydatigera taeniaeformis (Batsch, 1786)",EXACT,"Hydatigera taeniaeformis (Batsch, 1786)",651
4413528,"Hymenolepis diminuta (Rudolphi, 1819)",EXACT,"Hymenolepis diminuta (Rudolphi, 1819)",571
4412730,"Mosgovoyia ctenoides (Railliet, 1890)",EXACT,"Mosgovoyia ctenoides (Railliet, 1890)",24
9610625,Raillietina cebelensis,EXACT,Raillietina cebelensis,30
4412620,"Raillietina friedbergeri (von Linstow, 1878)",EXACT,"Raillietina friedbergeri (von Linstow, 1878)",7
4413352,"Rodentolepis nana (von Siebold, 1852)",EXACT,"Rodentolepis nana (von Siebold, 1852)",255
8478602,"Taenia multiceps Leske, 1780",EXACT,"Taenia multiceps Leske, 1780",1233
4412847,"Valipora campylancristrota (Wedl, 1855)",EXACT,"Valipora campylancristrota (Wedl, 1855)",42
10442992,"Diphyllobothrium latum Linnaeus, 1758",EXACT,"Diphyllobothrium latum Linnaeus, 1758",347
2505904,"Ligula intestinalis (Linnaeus, 1758) Gmelin, 1790",EXACT,"Ligula intestinalis (Linnaeus, 1758) Gmelin, 1790",417
9245701,"Nippotaenia mogurndae Yamaguti & Miyata, 1940",EXACT,"Nippotaenia mogurndae Yamaguti & Miyata, 1940",1
9473940,"Essexiella fimbriata (Essex, 1928) Scholz, de Chambrier, Mariaux & Kuchta, 2011",EXACT,"Essexiella fimbriata (Essex, 1928) Scholz, de Chambrier, Mariaux & Kuchta, 2011",81
7012391,"Glanitaenia osculata (Goeze, 1782)",EXACT,"Glanitaenia osculata (Goeze, 1782)",44
7012505,"Proteocephalus ambloplitis (Leidy, 1887)",EXACT,"Proteocephalus ambloplitis (Leidy, 1887)",452
7012516,"Proteocephalus fluviatilis Bangham, 1925",EXACT,"Proteocephalus fluviatilis Bangham, 1925",8
4345155,"Proteocephalus longicollis (Zeder, 1800)",EXACT,"Proteocephalus longicollis (Zeder, 1800)",23
4344778,Scolex pleuronectis,EXACT,Scolex pleuronectis,93
2505215,"Neobenedenia melleni (MacCallum, 1927) Yamaguti, 1963",EXACT,"Neobenedenia melleni (MacCallum, 1927) Yamaguti, 1963",182
9187984,"Actinocleidus fergusoni Mizelle, 1938",EXACT,"Actinocleidus fergusoni Mizelle, 1938",96
2505225,"Actinocleidus oculatus (Mueller, 1934) Mueller, 1937",EXACT,"Actinocleidus oculatus (Mueller, 1934) Mueller, 1937",2
4412423,"Actinocleidus recurvatus Mizelle & Donahue, 1944",EXACT,"Actinocleidus recurvatus Mizelle & Donahue, 1944",1
9550628,"Cichlidogyrus dossoui Douëllou, 1993",EXACT,"Cichlidogyrus dossoui Douëllou, 1993",2
9521908,"Cichlidogyrus haplochromii Paperna & Thurston, 1969",EXACT,"Cichlidogyrus haplochromii Paperna & Thurston, 1969",0
5892213,"Cichlidogyrus sclerosus Paperna & Thurston, 1969",EXACT,"Cichlidogyrus sclerosus Paperna & Thurston, 1969",43
5892209,"Cichlidogyrus tilapiae Paperna, 1960",EXACT,"Cichlidogyrus tilapiae Paperna, 1960",22
8906404,"Cleidodiscus bedardi Mizelle, 1936",EXACT,"Cleidodiscus bedardi Mizelle, 1936",6
9293058,"Cleidodiscus robustus Mueller, 1934",EXACT,"Cleidodiscus robustus Mueller, 1934",3
4412410,"Dactylogyrus achmerowi Gusev, 1955",EXACT,"Dactylogyrus achmerowi Gusev, 1955",0
4412383,"Dactylogyrus amphibothrium Wagener, 1857",EXACT,"Dactylogyrus amphibothrium Wagener, 1857",9
4412372,"Dactylogyrus anchoratus (Dujardin, 1845) Wagener, 1857",EXACT,"Dactylogyrus anchoratus (Dujardin, 1845) Wagener, 1857",21
4412352,"Dactylogyrus aristichthys Long & Yu, 1958",EXACT,"Dactylogyrus aristichthys Long & Yu, 1958",0
4412307,"Dactylogyrus dulkeiti Bychowsky, 1936",EXACT,"Dactylogyrus dulkeiti Bychowsky, 1936",4
4412366,"Dactylogyrus extensus Mueller & Van Cleave, 1932",EXACT,"Dactylogyrus extensus Mueller & Van Cleave, 1932",19
4412364,"Dactylogyrus hemiamphibothrium Ergens, 1956",EXACT,"Dactylogyrus hemiamphibothrium Ergens, 1956",0
4412354,"Dactylogyrus hypophthalmichthys Akhmerov, 1952",EXACT,"Dactylogyrus hypophthalmichthys Akhmerov, 1952",0
4412346,"Dactylogyrus inexpectatus Izjumova, 1955",EXACT,"Dactylogyrus inexpectatus Izjumova, 1955",1
4412337,"Dactylogyrus intermedius Wegener, 1910",EXACT,"Dactylogyrus intermedius Wegener, 1910",9
4412304,"Dactylogyrus lamellatus Akhmerow, 1952",EXACT,"Dactylogyrus lamellatus Akhmerow, 1952",3
4412351,"Dactylogyrus nobilis Long & Yu, 1958",EXACT,"Dactylogyrus nobilis Long & Yu, 1958",0
9767844,"Dactylogyrus squameus Gusev, 1955",EXACT,"Dactylogyrus squameus Gusev, 1955",0
4412387,"Dactylogyrus suchengtaii Gusev, 1962",EXACT,"Dactylogyrus suchengtaii Gusev, 1962",0
2505275,"Dactylogyrus vastator Nybelin, 1924",EXACT,"Dactylogyrus vastator Nybelin, 1924",10
4412376,"Dactylogyrus yinwenyingae Gusev, 1962",EXACT,"Dactylogyrus yinwenyingae Gusev, 1962",3
9288839,"Enterogyrus cichlidarum Paperna, 1963",EXACT,"Enterogyrus cichlidarum Paperna, 1963",2
8236575,"Glyphidohaptor plectocirra (Paperna, 1972) Kritsky, Galli & Yang, 2007",EXACT,"Glyphidohaptor plectocirra (Paperna, 1972) Kritsky, Galli & Yang, 2007",67
2505272,"Haplocleidus dispar (Mueller, 1936) Mueller, 1937",EXACT,"Haplocleidus dispar (Mueller, 1936) Mueller, 1937",89
8719093,"Ligictaluridus floridanus (Mueller, 1936) Beverley-Burton, 1984",EXACT,"Ligictaluridus floridanus (Mueller, 1936) Beverley-Burton, 1984",31
8813864,"Ligictaluridus mirabilis (Mueller, 1937) Klassen & Beverley-Burton, 1985",EXACT,"Ligictaluridus mirabilis (Mueller, 1937) Klassen & Beverley-Burton, 1985",12
9696951,"Ligictaluridus pricei (Mueller, 1936) Beverley-Burton, 1984",EXACT,"Ligictaluridus pricei (Mueller, 1936) Beverley-Burton, 1984",31
4343694,"Ligophorus kaohsianghsieni (Gusev, 1962) Gusev, 1985",EXACT,"Ligophorus kaohsianghsieni (Gusev, 1962) Gusev, 1985",1
4343685,"Ligophorus llewellyni Dmitrieva, Gerasev & Pron'kina, 2007",EXACT,"Ligophorus llewellyni Dmitrieva, Gerasev & Pron'kina, 2007",1
4343698,"Ligophorus pilengas Sarabeev & Balbuena, 2004",EXACT,"Ligophorus pilengas Sarabeev & Balbuena, 2004",4
4412421,"Mymarothecium viatorum Boeger, Piasecki & Sobecka, 2002",EXACT,"Mymarothecium viatorum Boeger, Piasecki & Sobecka, 2002",1
2505251,"Onchocleidus ferox (Mueller, 1934) Mueller, 1936",EXACT,"Onchocleidus ferox (Mueller, 1934) Mueller, 1936",169
4412444,"Onchocleidus principalis Mizelle, 1936",EXACT,"Onchocleidus principalis Mizelle, 1936",20
4412442,"Onchocleidus similis Mueller, 1936",EXACT,"Onchocleidus similis Mueller, 1936",3
10351315,"Onchocleidus spiralis Mueller, 1937",EXACT,"Onchocleidus spiralis Mueller, 1937",1
4412419,"Pellucidhaptor pricei Gusev & Strijak, 1972",EXACT,"Pellucidhaptor pricei Gusev & Strijak, 1972",0
4343706,"Pseudodactylogyrus anguillae (Yin & Sproston, 1948) Gusev, 1965",EXACT,"Pseudodactylogyrus anguillae (Yin & Sproston, 1948) Gusev, 1965",4
4343705,"Pseudodactylogyrus bini (Kikuchi, 1929)",EXACT,"Pseudodactylogyrus bini (Kikuchi, 1929)",1
9925534,"Pterocleidus acer (Mueller, 1936) Mueller, 1937",EXACT,"Pterocleidus acer (Mueller, 1936) Mueller, 1937",6
4343299,"Salsuginus seculus (Mizelle & Arcadi, 1945) Murith & Beverley-Burton",EXACT,"Salsuginus seculus (Mizelle & Arcadi, 1945) Murith & Beverley-Burton",2
9023669,"Sciadicleithrum bravohollisae Kritsky, Vidal-Martínez & Rodríguez-Canul, 1994",EXACT,"Sciadicleithrum bravohollisae Kritsky, Vidal-Martínez & Rodríguez-Canul, 1994",47
8780586,"Sciadicleithrum mexicanum Kritsky, Vidal-Martínez & Rodríguez-Canul, 1994",EXACT,"Sciadicleithrum mexicanum Kritsky, Vidal-Martínez & Rodríguez-Canul, 1994",67
8958573,"Sciadicleithrum splendidae Kritsky, Vidal-Martínez & Rodríguez-Canul, 1994",EXACT,"Sciadicleithrum splendidae Kritsky, Vidal-Martínez & Rodríguez-Canul, 1994",18
9617323,"Scutogyrus longicornis (Paperna & Thurston, 1969) Pariselle & Euzet, 1995",EXACT,"Scutogyrus longicornis (Paperna & Thurston, 1969) Pariselle & Euzet, 1995",3
8177904,"Tetrancistrum polymorphum (Paperna, 1972) Kritsky, Galli & Yang, 2007",EXACT,"Tetrancistrum polymorphum (Paperna, 1972) Kritsky, Galli & Yang, 2007",2
8428059,"Tetrancistrum strophosolenus Kritsky, Galli & Yang, 2007",EXACT,"Tetrancistrum strophosolenus Kritsky, Galli & Yang, 2007",2
7908241,"Tetrancistrum suezicum (Paperna, 1972) Kritsky, Galli & Yang, 2007",EXACT,"Tetrancistrum suezicum (Paperna, 1972) Kritsky, Galli & Yang, 2007",3
9624751,"Thaparocleidus caecus (Mizelle & Kritsky, 1969) Lim, 1996",EXACT,"Thaparocleidus caecus (Mizelle & Kritsky, 1969) Lim, 1996",3
9033811,"Urocleidoides reticulatus Mizelle & Price, 1964",EXACT,"Urocleidoides reticulatus Mizelle & Price, 1964",3
5892489,"Gyrodactylus anguillae Ergens, 1960",EXACT,"Gyrodactylus anguillae Ergens, 1960",64
5233577,"Gyrodactylus avalonia Hanek & Threlfall, 1969",EXACT,"Gyrodactylus avalonia Hanek & Threlfall, 1969",5
9795335,"Gyrodactylus cichlidarum Paperna, 1968",EXACT,"Gyrodactylus cichlidarum Paperna, 1968",16
9145173,"Gyrodactylus cyprini Diarova, 1964",EXACT,"Gyrodactylus cyprini Diarova, 1964",1
5233583,"Gyrodactylus elegans von Nordmann, 1832",EXACT,"Gyrodactylus elegans von Nordmann, 1832",19
8803838,"Gyrodactylus fairporti Van Cleave, 1921",EXACT,"Gyrodactylus fairporti Van Cleave, 1921",7
8756603,"Gyrodactylus gasterostei Gläser, 1974",EXACT,"Gyrodactylus gasterostei Gläser, 1974",4
9071817,"Gyrodactylus gurleyi Price, 1937",EXACT,"Gyrodactylus gurleyi Price, 1937",3
8824510,"Gyrodactylus katharineri Malmberg, 1964",EXACT,"Gyrodactylus katharineri Malmberg, 1964",3
8949148,"Gyrodactylus kherulensis Ergens, 1974",EXACT,"Gyrodactylus kherulensis Ergens, 1974",0
5892434,"Gyrodactylus kobayashii Hukuda, 1940",EXACT,"Gyrodactylus kobayashii Hukuda, 1940",5
5740325,"Gyrodactylus luciopercae Gusev, 1962",EXACT,"Gyrodactylus luciopercae Gusev, 1962",2
8821006,"Gyrodactylus macrochiri Hoffman & Putz, 1964",EXACT,"Gyrodactylus macrochiri Hoffman & Putz, 1964",5
5740305,"Gyrodactylus mugili Zhukov, 1970",EXACT,"Gyrodactylus mugili Zhukov, 1970",3
9066983,"Gyrodactylus neotropicalis Kritsky & Fritts, 1970",EXACT,"Gyrodactylus neotropicalis Kritsky & Fritts, 1970",4
9651036,"Gyrodactylus perccotti Ergens & Yukhimenko, 1973",EXACT,"Gyrodactylus perccotti Ergens & Yukhimenko, 1973",0
5740285,"Gyrodactylus proterorhini Ergens, 1967",EXACT,"Gyrodactylus proterorhini Ergens, 1967",13
9015152,"Gyrodactylus pseudobullatarudis García-Vásquez, Razo-Mendivil & Rubio-Godoy, 2015",EXACT,"Gyrodactylus pseudobullatarudis García-Vásquez, Razo-Mendivil & Rubio-Godoy, 2015",2
5233598,"Gyrodactylus salaris Malmberg, 1957",EXACT,"Gyrodactylus salaris Malmberg, 1957",1039
5721663,"Gyrodactylus salmonis Yin & Sproston, 1948",EXACT,"Gyrodactylus salmonis Yin & Sproston, 1948",27
9134431,"Gyrodactylus shariffi Cone, Arthur & Bondad-Reantaso, 1995",EXACT,"Gyrodactylus shariffi Cone, Arthur & Bondad-Reantaso, 1995",2
8835673,"Gyrodactylus shulmani Ling, 1962",EXACT,"Gyrodactylus shulmani Ling, 1962",0
9013032,"Gyrodactylus sprostonae Ling, 1962",EXACT,"Gyrodactylus sprostonae Ling, 1962",1
7358695,"Gyrodactylus turnbulli Harris, 1986",EXACT,"Gyrodactylus turnbulli Harris, 1986",7
9750333,"Gyrodactylus ulinganisus García-Vásquez, Hansen, Christison, Bron & Shinn",EXACT,"Gyrodactylus ulinganisus García-Vásquez, Hansen, Christison, Bron & Shinn",3
9652085,"Gyrodactylus yacatli García-Vásquez, Hansen, Christison, Bron & Shinn",EXACT,"Gyrodactylus yacatli García-Vásquez, Hansen, Christison, Bron & Shinn",4
5721680,"Gyrodactylus zhukovi Ling, 1962",EXACT,"Gyrodactylus zhukovi Ling, 1962",0
2503926,"Diplozoon paradoxum von Nordmann, 1832",EXACT,"Diplozoon paradoxum von Nordmann, 1832",91
4412188,"Eudiplozoon nipponicum (Goto, 1891) Khotenovsky, 1984",EXACT,"Eudiplozoon nipponicum (Goto, 1891) Khotenovsky, 1984",8
2503983,"Mazocraeoides olentangiensis Sroufe, 1958",EXACT,"Mazocraeoides olentangiensis Sroufe, 1958",14
8874884,"Octomacrum mexicanum Lamothe-Argumedo, 1980",EXACT,"Octomacrum mexicanum Lamothe-Argumedo, 1980",7
4412175,"Paradiplozoon marinae Achmerov, 1974",EXACT,"Paradiplozoon marinae Achmerov, 1974",0
4343463,"Polylabris mamaevi Ogawa & Egusa, 1980",EXACT,"Polylabris mamaevi Ogawa & Egusa, 1980",3
2503989,"Pseudomazocraeoides megalocotyle (Price, 1959) Price, 1961",EXACT,"Pseudomazocraeoides megalocotyle (Price, 1959) Price, 1961",4
9172104,"Neopolystoma orbiculare (Stunkard, 1916) Price, 1939",EXACT,"Neopolystoma orbiculare (Stunkard, 1916) Price, 1939",37
4412136,"Protopolystoma xenopodis (Price, 1943)",EXACT,"Protopolystoma xenopodis (Price, 1943)",19
4414378,"Apharyngostrigea cornu (Zeder, 1800)",EXACT,"Apharyngostrigea cornu (Zeder, 1800)",58
4414705,"Clinostomum complanatum (Rudolphi, 1814) Braun, 1899",EXACT,"Clinostomum complanatum (Rudolphi, 1814) Braun, 1899",975
4345512,"Ichthyocotylurus pileatus (Rudolphi, 1802) Odening, 1969",EXACT,"Ichthyocotylurus pileatus (Rudolphi, 1802) Odening, 1969",42
2503627,"Posthodiplostomum brevicaudatum (von Nordmann, 1832)",EXACT,"Posthodiplostomum brevicaudatum (von Nordmann, 1832)",9
10561949,"Posthodiplostomum centrarchi Hoffman, 1958",EXACT,"Posthodiplostomum centrarchi Hoffman, 1958",103
2503625,"Posthodiplostomum cuticola (von Nordmann, 1832) Dubois, 1936",EXACT,"Posthodiplostomum cuticola (von Nordmann, 1832) Dubois, 1936",29
2503626,"Posthodiplostomum minimum (MacCallum, 1921) Dubois, 1936",EXACT,"Posthodiplostomum minimum (MacCallum, 1921) Dubois, 1936",962
4414288,"Sanguinicola inermis Plehn, 1905",EXACT,"Sanguinicola inermis Plehn, 1905",0
6101583,Schistosoma haematobium,EXACT,Schistosoma haematobium,5625
9914134,"Schistosoma haemotobium (Bilharz, 1852)",EXACT,"Schistosoma haemotobium (Bilharz, 1852)",6
10592508,Schistosoma japonicum,EXACT,Schistosoma japonicum,502
5967489,"Schistosoma mansoni Sambo, 1907",EXACT,"Schistosoma mansoni Sambo, 1907",5265
2503655,"Spirorchis elegans Stunkard, 1923",EXACT,"Spirorchis elegans Stunkard, 1923",4
2503645,"Tylodelphys clavata (von Nordmann, 1832)",EXACT,"Tylodelphys clavata (von Nordmann, 1832)",79
2503644,"Tylodelphys podicipina Kozicka & Niewiadomska, 1960",EXACT,"Tylodelphys podicipina Kozicka & Niewiadomska, 1960",7
2504112,"Alloglossidium corti (Lamont, 1921)",EXACT,"Alloglossidium corti (Lamont, 1921)",61
8053133,"Allolepidapedon fistulariae Yamaguti, 1940",EXACT,"Allolepidapedon fistulariae Yamaguti, 1940",7
2505569,"Apophallus donicus (Skrjabin & Lindtrop, 1919)",EXACT,"Apophallus donicus (Skrjabin & Lindtrop, 1919)",26
4345796,"Apophallus muehlingi (Jägerskiöld, 1899)",EXACT,"Apophallus muehlingi (Jägerskiöld, 1899)",13
2505560,"Ascocotyle tenuicollis Price, 1935",EXACT,"Ascocotyle tenuicollis Price, 1935",109
4415375,"Centrocestus formosanus (Nishigori, 1924) Price, 1932",EXACT,"Centrocestus formosanus (Nishigori, 1924) Price, 1932",176
2505601,"Clonorchis sinensis (Cobbold, 1875) Looss, 1907",EXACT,"Clonorchis sinensis (Cobbold, 1875) Looss, 1907",343
2504695,"Crepidostomum cornutum (Osborn, 1903) Stafford, 1904",EXACT,"Crepidostomum cornutum (Osborn, 1903) Stafford, 1904",118
4413962,"Echinostoma lindoense Sandground & Bonne, 1940",EXACT,"Echinostoma lindoense Sandground & Bonne, 1940",2
6475141,"Fasciola hepatica Linnaeus, 1758",EXACT,"Fasciola hepatica Linnaeus, 1758",24728
2505826,"Fascioloides magna (Bassi, 1875)",EXACT,"Fascioloides magna (Bassi, 1875)",223
2505831,"Fasciolopsis buski (Lankester, 1857)",EXACT,"Fasciolopsis buski (Lankester, 1857)",84
4414202,"Haplorchis pumilio Looss, 1896",EXACT,"Haplorchis pumilio Looss, 1896",76
7611482,"Lecithochirium magnicaudatum (Fischthal & Kuntz, 1963)",EXACT,"Lecithochirium magnicaudatum (Fischthal & Kuntz, 1963)",5
9583544,"Monilicaecum ventricosum Yamaguti, 1942",EXACT,"Monilicaecum ventricosum Yamaguti, 1942",2
7480649,"Neoallolepidapedon hawaiiense Yamaguti, 1965",EXACT,"Neoallolepidapedon hawaiiense Yamaguti, 1965",2
